DE0002,2011-10-03T00:00:00,2011-10-24T00:00:00,0
DE0003,2011-10-03T00:00:00,2011-10-24T00:00:00,0
DE0005,2011-10-03T00:00:00,2011-10-24T00:00:00,0
DE0009,2011-10-03T00:00:00,2011-10-24T00:00:00,0
DE0010,2011-10-03T00:00:00,2011-10-24T00:00:00,0
DE0011,2011-10-03T00:00:00,2011-10-24T00:00:00,0
DE0013,2011-10-03T00:00:00,2011-10-24T00:00:00,0
DE0015,2011-10-03T00:00:00,2011-10-24T00:00:00,0
DE0017,2011-10-03T00:00:00,2011-10-24T00:00:00,0
DE0018,2011-10-03T00:00:00,2011-10-24T00:00:00,0
DE0019,2011-10-03T00:00:00,2011-10-24T00:00:00,0
DE0020,2011-10-03T00:00:00,2011-10-24T00:00:00,0
DE0022,2011-10-03T00:00:00,2011-10-24T00:00:00,0
DE0023,2011-10-03T00:00:00,2011-10-24T00:00:00,0
DE0026,2011-10-03T00:00:00,2011-10-24T00:00:00,0
DE0027,2011-10-03T00:00:00,2011-10-24T00:00:00,0
DE0028,2011-10-03T00:00:00,2011-10-24T00:00:00,0
DE0029,2011-10-03T00:00:00,2011-10-24T00:00:00,0
DE0030,2011-10-03T00:00:00,2011-10-24T00:00:00,0
DE0032,2011-10-03T00:00:00,2011-10-24T00:00:00,0
DE0046,2011-10-03T00:00:00,2011-10-24T00:00:00,0
ID0001,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0006,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0010,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0011,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0012,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0013,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0015,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0016,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0020,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0023,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0025,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0029,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0032,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0033,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0035,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0038,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0053,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0055,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0057,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0058,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0063,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0068,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0069,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0073,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0075,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0084,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0085,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0093,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0097,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0098,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0101,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0104,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0105,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0110,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0111,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0112,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0120,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0123,2011-10-03T00:00:00,2011-10-31T00:00:00,0
ID0125,2011-10-03T00:00:00,2011-10-31T00:00:00,0
