AL;AL0022;ABBEVILLE MEMORIAL LIBRARY                                  ;-3                                                                              ;2193;13;3;124894;7778;19035;8320;21128
AL;AL0023;ARITON - DOT LANEY MEMORIAL LIBRARY                         ;-3                                                                              ;832;4;0.4;24910;746;2064;675;942
AL;AL0024;HEADLAND - BLANCHE R. SOLOMON MEMORIAL LIBRARY              ;-3                                                                              ;2236;5;3;98416;8843;23265;5200;22241
AL;AL0025;BRUNDIDGE - TUPPER LIGHTFOOT MEMORIAL LIBRARY               ;-3                                                                              ;2236;10;4;142921;2299;10299;3022;16559
AL;AL0026;OZARK - DALE COUNTY PUBLIC LIBRARY                          ;www.odcpl.com                                                                   ;2153;32;7;250534;36738;116034;17198;78095
AL;AL0029;CLIO - ELTON B. STEPHENS LIBRARY                            ;www.centurytel.net                                                              ;1040;8;1;9716;4880;4107;1920;11597
AL;AL0030;LOUISVILLE PUBLIC LIBRARY                                   ;-3                                                                              ;750;2;0.6;8861;3234;300;201;314
AL;AL0031;MIDLAND CITY - MARY BERRY BROWN MEMORIAL LIBRARY            ;-3                                                                              ;1352;6;4;28789;1847;2480;1762;1544
AL;AL0032;NEWTON PUBLIC LIBRARY                                       ;-3                                                                              ;1560;4;1;17312;2281;4280;415;7656
AL;AL0033;CLAYTON - TOWN AND COUNTY PUBLIC LIBRARY                    ;-3                                                                              ;1196;10;2;21425;4040;3678;2177;2027
AL;AL0034;TROY PUBLIC LIBRARY                                         ;WWW.TROYCITYLIBRARY.ORG                                                         ;2412;16;12.07;488544;27626;83191;7851;183503
AL;AL0035;UNION SPRINGS PUBLIC LIBRARY                                ;-3                                                                              ;1848;8;2.75;59378;10781;11835;9274;2771
AL;AL0037;ANDALUSIA PUBLIC LIBRARY                                    ;-3                                                                              ;2499;22;8;268792;17745;33258;17607;43112
AL;AL0038;BRANTLEY PUBLIC LIBRARY                                     ;-3                                                                              ;1100;2;2;22253;3550;800;650;8041
AL;AL0039;ELBA PUBLIC LIBRARY                                         ;-3                                                                              ;2074;10;2;98533;9603;18422;5606;18294
AL;AL0040;GENEVA - EMMA KNOX KENAN PUBLIC LIBRARY                     ;genevapubliclibrary.org                                                         ;2193;5;2.5;94061;8114;12300;5904;11441
AL;AL0041;ENTERPRISE PUBLIC LIBRARY                                   ;ENTERPRISELIBRARY.ORG                                                           ;2500;13;6.09;249634;37190;105241;17626;113282
AL;AL0042;FLORALA PUBLIC LIBRARY                                      ;-3                                                                              ;1960;8;3;57276;6297;17697;4821;17276
